2019-04-20 16:01:07 ===== Starting: rave =====
2019-04-20 16:01:10 Run
2019-04-20 16:01:10 id = 5 (local); Seed = 0; Starting new sample
2019-04-20 19:33:14 id = 1 (local); Seed = 792; Starting new sample
2019-04-20 19:33:45 id = 2 (local); Seed = 787; Done (0)
2019-04-20 19:33:45 id = 2 (local); Seed = 793; Starting new sample
2019-04-20 19:34:00 id = 5 (local); Seed = 788; Done (0)
2019-04-20 19:34:00 id = 5 (local); Seed = 794; Starting new sample
2019-04-20 19:34:09 id = 4 (local); Seed = 789; Done (0)
2019-04-20 19:34:09 id = 4 (local); Seed = 795; Starting new sample
2019-04-20 19:34:20 id = 3 (local); Seed = 790; Done (0)
2019-04-20 19:34:20 id = 3 (local); Seed = 796; Starting new sample
2019-04-20 19:34:45 id = 1 (local); Seed = 792; Done (0)
2019-04-20 19:34:45 id = 1 (local); Seed = 797; Starting new sample
2019-04-20 19:34:48 id = 0 (local); Seed = 791; Done (2)
2019-04-20 19:34:48 id = 0 (local); Seed = 798; Starting new sample
2019-04-20 19:35:24 id = 2 (local); Seed = 793; Done (1)
2019-04-20 19:35:24 id = 2 (local); Seed = 799; Starting new sample
2019-04-20 19:35:42 id = 3 (local); Seed = 796; Done (0)
2019-04-20 19:35:42 id = 3 (local); Seed = 800; Starting new sample
2019-04-20 19:35:43 id = 5 (local); Seed = 794; Done (0)
2019-04-20 19:35:43 id = 5 (local); Seed = 801; Starting new sample
2019-04-20 19:35:51 id = 4 (local); Seed = 795; Done (1)
2019-04-20 19:35:51 id = 4 (local); Seed = 802; Starting new sample
2019-04-20 19:36:06 id = 0 (local); Seed = 798; Done (0)
2019-04-20 19:36:06 id = 0 (local); Seed = 803; Starting new sample
2019-04-20 19:36:18 id = 1 (local); Seed = 797; Done (0)
2019-04-20 19:36:19 id = 1 (local); Seed = 804; Starting new sample
2019-04-20 19:37:07 id = 2 (local); Seed = 799; Done (0)
2019-04-20 19:37:07 id = 2 (local); Seed = 805; Starting new sample
2019-04-20 19:37:12 id = 3 (local); Seed = 800; Done (0)
2019-04-20 19:37:12 id = 3 (local); Seed = 806; Starting new sample
2019-04-20 19:37:16 id = 5 (local); Seed = 801; Done (0)
2019-04-20 19:37:16 id = 5 (local); Seed = 807; Starting new sample
2019-04-20 19:37:30 id = 4 (local); Seed = 802; Done (0)
2019-04-20 19:37:30 id = 4 (local); Seed = 808; Starting new sample
2019-04-20 19:37:49 id = 0 (local); Seed = 803; Done (1)
2019-04-20 19:37:49 id = 0 (local); Seed = 809; Starting new sample
2019-04-20 19:37:56 id = 1 (local); Seed = 804; Done (0)
2019-04-20 19:37:56 id = 1 (local); Seed = 810; Starting new sample
2019-04-20 19:38:34 id = 3 (local); Seed = 806; Done (0)
2019-04-20 19:38:34 id = 3 (local); Seed = 811; Starting new sample
2019-04-20 19:38:44 id = 2 (local); Seed = 805; Done (0)
2019-04-20 19:38:44 id = 2 (local); Seed = 812; Starting new sample
2019-04-20 19:38:58 id = 5 (local); Seed = 807; Done (0)
2019-04-20 19:38:58 id = 5 (local); Seed = 813; Starting new sample
2019-04-20 19:39:08 id = 4 (local); Seed = 808; Done (0)
2019-04-20 19:39:08 id = 4 (local); Seed = 814; Starting new sample
2019-04-20 19:39:28 id = 0 (local); Seed = 809; Done (1)
2019-04-20 19:39:28 id = 0 (local); Seed = 815; Starting new sample
2019-04-20 19:39:39 id = 1 (local); Seed = 810; Done (1)
2019-04-20 19:39:39 id = 1 (local); Seed = 816; Starting new sample
2019-04-20 19:40:17 id = 3 (local); Seed = 811; Done (2)
2019-04-20 19:40:17 id = 3 (local); Seed = 817; Starting new sample
2019-04-20 19:40:19 id = 2 (local); Seed = 812; Done (0)
2019-04-20 19:40:20 id = 2 (local); Seed = 818; Starting new sample
2019-04-20 19:40:37 id = 5 (local); Seed = 813; Done (0)
2019-04-20 19:40:37 id = 5 (local); Seed = 819; Starting new sample
2019-04-20 19:40:50 id = 4 (local); Seed = 814; Done (0)
2019-04-20 19:40:50 id = 4 (local); Seed = 820; Starting new sample
2019-04-20 19:41:04 id = 1 (local); Seed = 816; Done (0)
2019-04-20 19:41:04 id = 1 (local); Seed = 821; Starting new sample
2019-04-20 19:41:10 id = 0 (local); Seed = 815; Done (0)
2019-04-20 19:41:10 id = 0 (local); Seed = 822; Starting new sample
2019-04-20 19:41:56 id = 3 (local); Seed = 817; Done (1)
2019-04-20 19:41:56 id = 3 (local); Seed = 823; Starting new sample
2019-04-20 19:42:02 id = 2 (local); Seed = 818; Done (1)
2019-04-20 19:42:02 id = 2 (local); Seed = 824; Starting new sample
2019-04-20 19:42:20 id = 5 (local); Seed = 819; Done (0)
2019-04-20 19:42:20 id = 5 (local); Seed = 825; Starting new sample
2019-04-20 19:42:22 id = 4 (local); Seed = 820; Done (1)
2019-04-20 19:42:22 id = 4 (local); Seed = 826; Starting new sample
2019-04-20 19:42:43 id = 1 (local); Seed = 821; Done (0)
2019-04-20 19:42:43 id = 1 (local); Seed = 827; Starting new sample
2019-04-20 19:42:49 id = 0 (local); Seed = 822; Done (0)
2019-04-20 19:42:49 id = 0 (local); Seed = 828; Starting new sample
2019-04-20 19:43:22 id = 2 (local); Seed = 824; Done (0)
2019-04-20 19:43:22 id = 2 (local); Seed = 829; Starting new sample
2019-04-20 19:43:39 id = 3 (local); Seed = 823; Done (0)
2019-04-20 19:43:39 id = 3 (local); Seed = 830; Starting new sample
2019-04-20 19:43:47 id = 5 (local); Seed = 825; Done (0)
2019-04-20 19:43:47 id = 5 (local); Seed = 831; Starting new sample
2019-04-20 19:43:57 id = 4 (local); Seed = 826; Done (0)
2019-04-20 19:43:57 id = 4 (local); Seed = 832; Starting new sample
2019-04-20 19:44:25 id = 1 (local); Seed = 827; Done (0)
2019-04-20 19:44:25 id = 1 (local); Seed = 833; Starting new sample
2019-04-20 19:44:27 id = 0 (local); Seed = 828; Done (0)
2019-04-20 19:44:27 id = 0 (local); Seed = 834; Starting new sample
2019-04-20 19:45:01 id = 2 (local); Seed = 829; Done (1)
2019-04-20 19:45:02 id = 2 (local); Seed = 835; Starting new sample
2019-04-20 19:45:14 id = 3 (local); Seed = 830; Done (0)
2019-04-20 19:45:14 id = 3 (local); Seed = 836; Starting new sample
2019-04-20 19:45:29 id = 5 (local); Seed = 831; Done (1)
2019-04-20 19:45:29 id = 5 (local); Seed = 837; Starting new sample
2019-04-20 19:45:31 id = 4 (local); Seed = 832; Done (0)
2019-04-20 19:45:31 id = 4 (local); Seed = 838; Starting new sample
2019-04-20 19:46:04 id = 1 (local); Seed = 833; Done (0)
2019-04-20 19:46:04 id = 1 (local); Seed = 839; Starting new sample
2019-04-20 19:46:09 id = 0 (local); Seed = 834; Done (1)
2019-04-20 19:46:09 id = 0 (local); Seed = 840; Starting new sample
2019-04-20 19:46:42 id = 3 (local); Seed = 836; Done (0)
2019-04-20 19:46:42 id = 3 (local); Seed = 841; Starting new sample
2019-04-20 19:46:44 id = 2 (local); Seed = 835; Done (1)
2019-04-20 19:46:44 id = 2 (local); Seed = 842; Starting new sample
2019-04-20 19:46:51 id = 5 (local); Seed = 837; Done (0)
2019-04-20 19:46:51 id = 5 (local); Seed = 843; Starting new sample
2019-04-20 19:47:13 id = 4 (local); Seed = 838; Done (0)
2019-04-20 19:47:13 id = 4 (local); Seed = 844; Starting new sample
2019-04-20 19:47:30 id = 1 (local); Seed = 839; Done (0)
2019-04-20 19:47:30 id = 1 (local); Seed = 845; Starting new sample
2019-04-20 19:47:35 id = 0 (local); Seed = 840; Done (0)
2019-04-20 19:47:35 id = 0 (local); Seed = 846; Starting new sample
2019-04-20 19:48:21 id = 3 (local); Seed = 841; Done (0)
2019-04-20 19:48:21 id = 3 (local); Seed = 847; Starting new sample
2019-04-20 19:48:26 id = 2 (local); Seed = 842; Done (0)
2019-04-20 19:48:26 id = 2 (local); Seed = 848; Starting new sample
2019-04-20 19:48:33 id = 5 (local); Seed = 843; Done (1)
2019-04-20 19:48:33 id = 5 (local); Seed = 849; Starting new sample
2019-04-20 19:48:52 id = 4 (local); Seed = 844; Done (0)
2019-04-20 19:48:52 id = 4 (local); Seed = 850; Starting new sample
2019-04-20 19:49:03 id = 0 (local); Seed = 846; Done (0)
2019-04-20 19:49:03 id = 0 (local); Seed = 851; Starting new sample
2019-04-20 19:49:09 id = 1 (local); Seed = 845; Done (0)
2019-04-20 19:49:09 id = 1 (local); Seed = 852; Starting new sample
2019-04-20 19:50:02 id = 2 (local); Seed = 848; Done (0)
2019-04-20 19:50:02 id = 2 (local); Seed = 853; Starting new sample
2019-04-20 19:50:03 id = 3 (local); Seed = 847; Done (0)
2019-04-20 19:50:03 id = 3 (local); Seed = 854; Starting new sample
2019-04-20 19:50:12 id = 5 (local); Seed = 849; Done (0)
2019-04-20 19:50:12 id = 5 (local); Seed = 855; Starting new sample
2019-04-20 19:50:27 id = 4 (local); Seed = 850; Done (0)
2019-04-20 19:50:27 id = 4 (local); Seed = 856; Starting new sample
2019-04-20 19:50:46 id = 0 (local); Seed = 851; Done (1)
2019-04-20 19:50:46 id = 0 (local); Seed = 857; Starting new sample
2019-04-20 19:50:47 id = 1 (local); Seed = 852; Done (0)
2019-04-20 19:50:47 id = 1 (local); Seed = 858; Starting new sample
2019-04-20 19:51:41 id = 2 (local); Seed = 853; Done (0)
2019-04-20 19:51:41 id = 2 (local); Seed = 859; Starting new sample
2019-04-20 19:51:45 id = 3 (local); Seed = 854; Done (0)
2019-04-20 19:51:45 id = 3 (local); Seed = 860; Starting new sample
2019-04-20 19:51:47 id = 4 (local); Seed = 856; Done (0)
2019-04-20 19:51:47 id = 4 (local); Seed = 861; Starting new sample
2019-04-20 19:51:55 id = 5 (local); Seed = 855; Done (0)
2019-04-20 19:51:55 id = 5 (local); Seed = 862; Starting new sample
2019-04-20 19:52:25 id = 0 (local); Seed = 857; Done (0)
2019-04-20 19:52:25 id = 0 (local); Seed = 863; Starting new sample
2019-04-20 19:52:29 id = 1 (local); Seed = 858; Done (0)
2019-04-20 19:52:29 id = 1 (local); Seed = 864; Starting new sample
2019-04-20 19:53:23 id = 3 (local); Seed = 860; Done (1)
2019-04-20 19:53:23 id = 3 (local); Seed = 865; Starting new sample
2019-04-20 19:53:24 id = 2 (local); Seed = 859; Done (0)
2019-04-20 19:53:24 id = 2 (local); Seed = 866; Starting new sample
2019-04-20 19:53:26 id = 4 (local); Seed = 861; Done (0)
2019-04-20 19:53:26 id = 4 (local); Seed = 867; Starting new sample
2019-04-20 19:53:37 id = 5 (local); Seed = 862; Done (1)
2019-04-20 19:53:37 id = 5 (local); Seed = 868; Starting new sample
2019-04-20 19:53:51 id = 1 (local); Seed = 864; Done (0)
2019-04-20 19:53:51 id = 1 (local); Seed = 869; Starting new sample
2019-04-20 19:54:07 id = 0 (local); Seed = 863; Done (2)
2019-04-20 19:54:07 id = 0 (local); Seed = 870; Starting new sample
2019-04-20 19:54:56 id = 5 (local); Seed = 868; Done (0)
2019-04-20 19:54:56 id = 5 (local); Seed = 871; Starting new sample
2019-04-20 19:55:02 id = 3 (local); Seed = 865; Done (0)
2019-04-20 19:55:02 id = 3 (local); Seed = 872; Starting new sample
2019-04-20 19:55:06 id = 2 (local); Seed = 866; Done (0)
2019-04-20 19:55:06 id = 2 (local); Seed = 873; Starting new sample
2019-04-20 19:55:09 id = 4 (local); Seed = 867; Done (1)
2019-04-20 19:55:09 id = 4 (local); Seed = 874; Starting new sample
2019-04-20 19:55:20 id = 1 (local); Seed = 869; Done (0)
2019-04-20 19:55:20 id = 1 (local); Seed = 875; Starting new sample
2019-04-20 19:55:43 id = 0 (local); Seed = 870; Done (0)
2019-04-20 19:55:43 id = 0 (local); Seed = 876; Starting new sample
2019-04-20 19:56:07 id = 3 (local); Seed = 872; Done (0)
2019-04-20 19:56:07 id = 3 (local); Seed = 877; Starting new sample
2019-04-20 19:56:34 id = 4 (local); Seed = 874; Done (0)
2019-04-20 19:56:34 id = 4 (local); Seed = 878; Starting new sample
2019-04-20 19:56:38 id = 5 (local); Seed = 871; Done (0)
2019-04-20 19:56:38 id = 5 (local); Seed = 879; Starting new sample
2019-04-20 19:56:45 id = 2 (local); Seed = 873; Done (0)
2019-04-20 19:56:45 id = 2 (local); Seed = 880; Starting new sample
2019-04-20 19:57:03 id = 1 (local); Seed = 875; Done (0)
2019-04-20 19:57:03 id = 1 (local); Seed = 881; Starting new sample
2019-04-20 19:57:15 id = 0 (local); Seed = 876; Done (0)
2019-04-20 19:57:15 id = 0 (local); Seed = 882; Starting new sample
2019-04-20 19:57:46 id = 3 (local); Seed = 877; Done (0)
2019-04-20 19:57:46 id = 3 (local); Seed = 883; Starting new sample
2019-04-20 19:58:14 id = 2 (local); Seed = 880; Done (0)
2019-04-20 19:58:14 id = 2 (local); Seed = 884; Starting new sample
2019-04-20 19:58:16 id = 4 (local); Seed = 878; Done (0)
2019-04-20 19:58:16 id = 4 (local); Seed = 885; Starting new sample
2019-04-20 19:58:20 id = 5 (local); Seed = 879; Done (0)
2019-04-20 19:58:20 id = 5 (local); Seed = 886; Starting new sample
2019-04-20 19:58:42 id = 1 (local); Seed = 881; Done (0)
2019-04-20 19:58:42 id = 1 (local); Seed = 887; Starting new sample
2019-04-20 19:58:57 id = 0 (local); Seed = 882; Done (0)
2019-04-20 19:58:57 id = 0 (local); Seed = 888; Starting new sample
2019-04-20 19:59:28 id = 3 (local); Seed = 883; Done (2)
2019-04-20 19:59:28 id = 3 (local); Seed = 889; Starting new sample
2019-04-20 19:59:29 id = 2 (local); Seed = 884; Done (0)
2019-04-20 19:59:29 id = 2 (local); Seed = 890; Starting new sample
2019-04-20 19:59:54 id = 4 (local); Seed = 885; Done (0)
2019-04-20 19:59:54 id = 4 (local); Seed = 891; Starting new sample
2019-04-20 20:00:03 id = 5 (local); Seed = 886; Done (0)
2019-04-20 20:00:03 id = 5 (local); Seed = 892; Starting new sample
2019-04-20 20:00:18 id = 0 (local); Seed = 888; Done (1)
2019-04-20 20:00:18 id = 0 (local); Seed = 893; Starting new sample
2019-04-20 20:00:24 id = 1 (local); Seed = 887; Done (0)
2019-04-20 20:00:24 id = 1 (local); Seed = 894; Starting new sample
2019-04-20 20:01:07 id = 3 (local); Seed = 889; Done (0)
2019-04-20 20:01:07 id = 3 (local); Seed = 895; Starting new sample
2019-04-20 20:01:12 id = 2 (local); Seed = 890; Done (0)
2019-04-20 20:01:12 id = 2 (local); Seed = 896; Starting new sample
2019-04-20 20:01:41 id = 5 (local); Seed = 892; Done (0)
2019-04-20 20:01:41 id = 5 (local); Seed = 897; Starting new sample
2019-04-20 20:01:45 id = 4 (local); Seed = 891; Done (0)
2019-04-20 20:01:45 id = 4 (local); Seed = 898; Starting new sample
2019-04-20 20:01:53 id = 0 (local); Seed = 893; Done (0)
2019-04-20 20:01:53 id = 0 (local); Seed = 899; Starting new sample
2019-04-20 20:02:06 id = 1 (local); Seed = 894; Done (1)
2019-04-20 20:02:06 id = 1 (local); Seed = 900; Starting new sample
2019-04-20 20:02:49 id = 3 (local); Seed = 895; Done (2)
2019-04-20 20:02:49 id = 3 (local); Seed = 901; Starting new sample
2019-04-20 20:02:50 id = 2 (local); Seed = 896; Done (1)
2019-04-20 20:02:50 id = 2 (local); Seed = 902; Starting new sample
2019-04-20 20:03:20 id = 5 (local); Seed = 897; Done (0)
2019-04-20 20:03:20 id = 5 (local); Seed = 903; Starting new sample
2019-04-20 20:03:23 id = 1 (local); Seed = 900; Done (1)
2019-04-20 20:03:23 id = 1 (local); Seed = 904; Starting new sample
2019-04-20 20:03:28 id = 4 (local); Seed = 898; Done (0)
2019-04-20 20:03:28 id = 4 (local); Seed = 905; Starting new sample
2019-04-20 20:03:35 id = 0 (local); Seed = 899; Done (0)
2019-04-20 20:03:35 id = 0 (local); Seed = 906; Starting new sample
2019-04-20 20:04:28 id = 3 (local); Seed = 901; Done (0)
2019-04-20 20:04:28 id = 3 (local); Seed = 907; Starting new sample
2019-04-20 20:04:32 id = 2 (local); Seed = 902; Done (0)
2019-04-20 20:04:32 id = 2 (local); Seed = 908; Starting new sample
2019-04-20 20:04:51 id = 4 (local); Seed = 905; Done (0)
2019-04-20 20:04:51 id = 4 (local); Seed = 909; Starting new sample
2019-04-20 20:04:54 id = 1 (local); Seed = 904; Done (0)
2019-04-20 20:04:54 id = 1 (local); Seed = 910; Starting new sample
2019-04-20 20:05:02 id = 5 (local); Seed = 903; Done (2)
2019-04-20 20:05:02 id = 5 (local); Seed = 911; Starting new sample
2019-04-20 20:05:18 id = 0 (local); Seed = 906; Done (2)
2019-04-20 20:05:18 id = 0 (local); Seed = 912; Starting new sample
2019-04-20 20:05:40 id = 2 (local); Seed = 908; Done (0)
2019-04-20 20:05:40 id = 2 (local); Seed = 913; Starting new sample
2019-04-20 20:06:10 id = 3 (local); Seed = 907; Done (0)
2019-04-20 20:06:10 id = 3 (local); Seed = 914; Starting new sample
2019-04-20 20:06:30 id = 4 (local); Seed = 909; Done (0)
2019-04-20 20:06:30 id = 4 (local); Seed = 915; Starting new sample
2019-04-20 20:06:36 id = 1 (local); Seed = 910; Done (2)
2019-04-20 20:06:36 id = 1 (local); Seed = 916; Starting new sample
2019-04-20 20:06:44 id = 5 (local); Seed = 911; Done (1)
2019-04-20 20:06:44 id = 5 (local); Seed = 917; Starting new sample
2019-04-20 20:06:55 id = 0 (local); Seed = 912; Done (0)
2019-04-20 20:06:55 id = 0 (local); Seed = 918; Starting new sample
2019-04-20 20:07:08 id = 2 (local); Seed = 913; Done (0)
2019-04-20 20:07:08 id = 2 (local); Seed = 919; Starting new sample
2019-04-20 20:07:52 id = 3 (local); Seed = 914; Done (2)
2019-04-20 20:07:52 id = 3 (local); Seed = 920; Starting new sample
2019-04-20 20:08:12 id = 4 (local); Seed = 915; Done (2)
2019-04-20 20:08:12 id = 4 (local); Seed = 921; Starting new sample
2019-04-20 20:08:14 id = 1 (local); Seed = 916; Done (0)
2019-04-20 20:08:14 id = 1 (local); Seed = 922; Starting new sample
2019-04-20 20:08:24 id = 5 (local); Seed = 917; Done (1)
2019-04-20 20:08:24 id = 5 (local); Seed = 923; Starting new sample
2019-04-20 20:08:27 id = 0 (local); Seed = 918; Done (0)
2019-04-20 20:08:27 id = 0 (local); Seed = 924; Starting new sample
2019-04-20 20:08:50 id = 2 (local); Seed = 919; Done (1)
2019-04-20 20:08:50 id = 2 (local); Seed = 925; Starting new sample
2019-04-20 20:09:08 id = 3 (local); Seed = 920; Done (0)
2019-04-20 20:09:08 id = 3 (local); Seed = 926; Starting new sample
2019-04-20 20:09:41 id = 4 (local); Seed = 921; Done (1)
2019-04-20 20:09:41 id = 4 stopped. RunningProcessors = 5
2019-04-20 20:09:56 id = 1 (local); Seed = 922; Done (0)
2019-04-20 20:09:56 id = 1 stopped. RunningProcessors = 4
2019-04-20 20:09:57 id = 0 (local); Seed = 924; Done (0)
2019-04-20 20:09:57 id = 0 stopped. RunningProcessors = 3
2019-04-20 20:10:06 id = 5 (local); Seed = 923; Done (0)
2019-04-20 20:10:06 id = 5 stopped. RunningProcessors = 2
2019-04-20 20:10:23 id = 2 (local); Seed = 925; Done (0)
2019-04-20 20:10:23 id = 2 stopped. RunningProcessors = 1
2019-04-20 20:10:50 id = 3 (local); Seed = 926; Done (2)
2019-04-20 20:10:50 id = 3 stopped. RunningProcessors = 0
2019-04-20 20:10:50 Stop
2019-04-21 00:24:03 Run
2019-04-21 00:24:03 id = 5 (local); Seed = 927; Starting new sample
2019-04-21 00:24:03 id = 4 (local); Seed = 928; Starting new sample
2019-04-21 00:24:03 id = 3 (local); Seed = 929; Starting new sample
2019-04-21 00:24:03 id = 2 (local); Seed = 930; Starting new sample
2019-04-21 00:24:03 id = 1 (local); Seed = 931; Starting new sample
2019-04-21 00:24:03 id = 0 (local); Seed = 932; Starting new sample
2019-04-21 00:25:24 id = 0 (local); Seed = 932; Done (0)
2019-04-21 00:25:24 id = 0 (local); Seed = 933; Starting new sample
2019-04-21 00:25:24 id = 4 (local); Seed = 928; Done (1)
2019-04-21 00:25:24 id = 4 (local); Seed = 934; Starting new sample
2019-04-21 00:25:32 id = 2 (local); Seed = 930; Done (1)
2019-04-21 00:25:32 id = 2 (local); Seed = 935; Starting new sample
2019-04-21 00:25:32 id = 3 (local); Seed = 929; Done (1)
2019-04-21 00:25:32 id = 3 (local); Seed = 936; Starting new sample
2019-04-21 00:25:46 id = 5 (local); Seed = 927; Done (1)
2019-04-21 00:25:46 id = 5 (local); Seed = 937; Starting new sample
2019-04-21 00:25:46 id = 1 (local); Seed = 931; Done (0)
2019-04-21 00:25:46 id = 1 (local); Seed = 938; Starting new sample
2019-04-21 00:27:03 id = 0 (local); Seed = 933; Done (1)
2019-04-21 00:27:03 id = 0 (local); Seed = 939; Starting new sample
2019-04-21 00:27:04 id = 3 (local); Seed = 936; Done (0)
2019-04-21 00:27:04 id = 3 (local); Seed = 940; Starting new sample
2019-04-21 00:27:07 id = 4 (local); Seed = 934; Done (0)
2019-04-21 00:27:07 id = 4 (local); Seed = 941; Starting new sample
2019-04-21 00:27:14 id = 2 (local); Seed = 935; Done (1)
